year,rid,rvote,stt,eth,inc,age,sex,edu,mar,rel,chu,kid,regist,weight
2008,1449,1,MI,White,$75-150k,65+,Female,HS,Single,Catholic,,No Kids,registered,2.82857131958008
2008,80105,0,OH,White,$0-20k,65+,Female,HS,Single,Born-again Protestant,Frequent attenders,,registered,3.20000004768372
2008,565,1,IN,White,$75-150k,45-64,Male,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,1.30555558204651
2008,20033,1,KY,White,$20-40k,30-44,Male,HS,Single,Born-again Protestant,"Occasional
attenders",,registered,5.93333339691162
2008,142,1,CT,White,$20-40k,65+,Male,Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,0.560000002384186
2008,30676,1,WA,White,$75-150k,45-64,Male,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.97777771949768
2008,1716,0,CA,White,$40-75k,30-44,Female,Some Coll,Single,Catholic,Nonattenders,,registered,1.08800005912781
2008,50721,0,MO,White,$20-40k,45-64,Female,HS,Single,Catholic,Frequent attenders,,registered,1.37800002098083
2008,20818,0,HI,White,$40-75k,18-29,Male,Some Coll,Single,No religion,Nonattenders,No Kids,registered,7.40476179122925
2008,50183,1,NC,White,$20-40k,18-29,Male,HS,Single,Protestant (not born-again),Frequent attenders,,registered,1.10800004005432
2008,10514,1,TX,White,$150k+,65+,Male,Post-Grad,Married,Born-again Protestant,,No Kids,registered,1.42857146263123
2008,742,1,NY,White,$150k+,65+,Male,Post-Grad,Married,No religion,Nonattenders,,registered,1.53846156597137
2008,732,0,OH,White,$20-40k,30-44,Male,Some Coll,Single,Catholic,Frequent attenders,No Kids,registered,2.22222232818604
2008,1688,0,IL,Other,$0-20k,30-44,Female,Post-Grad,Single,Born-again Protestant,"Very frequent
church attenders",,registered,1.51923072338104
2008,662,1,CT,White,$40-75k,65+,Male,Some Coll,Married,Catholic,"Very frequent
church attenders",,registered,0.532999992370605
2008,1894,1,CA,White,$75-150k,45-64,Female,HS,Married,Catholic,"Occasional
attenders",,registered,1.67900002002716
2008,399,0,CT,Other,$40-75k,30-44,Male,HS,Single,Born-again Protestant,Frequent attenders,,registered,5.91666650772095
2008,994,1,KS,White,$40-75k,30-44,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,2.51851844787598
2008,35,0,PA,Black,$0-20k,18-29,Female,Some Coll,Single,Born-again Protestant,,Kids,registered,5.40000009536743
2008,1538,0,FL,White,$40-75k,65+,Male,HS,Married,Born-again Protestant,Frequent attenders,,registered,3.16666674613953
2008,958,0,CA,White,$75-150k,30-44,Female,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,2.36666655540466
2008,441,0,CA,White,$75-150k,45-64,Female,Post-Grad,Single,No religion,Rare attenders,,registered,1.42222225666046
2008,51759,1,MO,White,$150k+,65+,Male,Post-Grad,Married,Protestant (not born-again),Frequent attenders,,registered,0.560999989509583
2008,2749,0,WA,Other,$40-75k,30-44,Female,Coll,Married,Born-again Protestant,Rare attenders,,registered,0.930999994277954
2008,2590,0,NC,White,$20-40k,65+,Female,HS,Single,Protestant (not born-again),"Occasional
attenders",,registered,1.22699999809265
2008,687,1,MN,White,$75-150k,45-64,Male,Some Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.9111111164093
2008,10930,1,NC,White,$75-150k,45-64,Male,Coll,Married,Born-again Protestant,Frequent attenders,No Kids,registered,1.45238089561462
2008,83,0,MD,White,$40-75k,18-29,Female,Coll,Single,Protestant (not born-again),Frequent attenders,,registered,2.46666669845581
2008,1783,0,SC,Black,$40-75k,45-64,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.34899997711182
2008,235,1,AR,White,$40-75k,30-44,Female,Coll,Single,Born-again Protestant,Frequent attenders,Kids,registered,1.58974361419678
2008,31427,0,NJ,Black,$20-40k,45-64,Female,Some Coll,Married,Born-again Protestant,Frequent attenders,,registered,2.22222232818604
2008,2011,0,TX,Other,$0-20k,45-64,Female,Some Coll,Single,Born-again Protestant,Rare attenders,,registered,0.547999978065491
2008,191,0,MN,Other,$40-75k,65+,Male,Some Coll,Married,Catholic,"Occasional
attenders",,registered,0.510999977588654
2008,582,1,PA,White,$40-75k,45-64,Male,HS,Married,Protestant (not born-again),Rare attenders,,registered,3.01923084259033
2008,63,1,MD,Other,$40-75k,45-64,Male,Post-Grad,Married,No religion,Nonattenders,No Kids,registered,1.58974361419678
2008,30969,0,CT,White,$0-20k,65+,Female,HS,Single,Catholic,Frequent attenders,,registered,2.9111111164093
2008,203,1,CT,Black,$40-75k,30-44,Female,HS,Single,Catholic,Nonattenders,Kids,registered,3.80952382087708
2008,11313,0,WI,White,$40-75k,45-64,Male,Post-Grad,Single,No religion,Nonattenders,No Kids,registered,1.15384614467621
2008,21009,1,NH,White,$40-75k,30-44,Female,Coll,Married,Born-again Protestant,"Occasional
attenders",,registered,3.44444441795349
2008,10205,0,NC,White,$0-20k,45-64,Male,HS,Single,Born-again Protestant,"Occasional
attenders",No Kids,registered,2.9761905670166
2008,31203,1,OK,White,$40-75k,45-64,Male,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.0888888835907
2008,1547,0,CO,White,$150k+,30-44,Male,Some Coll,Married,,Rare attenders,,registered,3.05555558204651
2008,129,0,NE,White,$20-40k,65+,Male,Some Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,1.79999995231628
2008,21007,1,KY,White,$40-75k,30-44,Male,Some Coll,Married,No religion,Nonattenders,,registered,3.59183669090271
2008,80677,0,KY,White,$75-150k,45-64,Male,Some Coll,Married,No religion,Nonattenders,,registered,1.8222222328186
2008,10849,1,MT,White,$20-40k,30-44,Male,Post-Grad,Married,Catholic,"Very frequent
church attenders",Kids,registered,2.76923084259033
2008,1285,1,AR,White,$75-150k,45-64,Female,Coll,Single,Born-again Protestant,"Very frequent
church attenders",,registered,0.492000013589859
2008,870,0,LA,White,$75-150k,45-64,Female,Some Coll,Married,Catholic,Nonattenders,,registered,0.492000013589859
2008,20021,0,MD,White,$75-150k,45-64,Female,Coll,Married,Catholic,"Occasional
attenders",,registered,2.04081630706787
2008,1850,1,MI,White,$40-75k,65+,Female,Coll,Married,Born-again Protestant,Frequent attenders,,registered,0.492000013589859
2008,1307,1,CA,White,$75-150k,65+,Male,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,1.68888890743256
2008,575,0,MI,White,$40-75k,45-64,Female,Coll,Married,Catholic,Rare attenders,,registered,1.19444441795349
2008,364,0,CA,White,$150k+,30-44,Female,Coll,Married,Born-again Protestant,Rare attenders,,registered,2.13461542129517
2008,20826,0,AZ,White,$75-150k,45-64,Female,Post-Grad,Married,Catholic,Frequent attenders,Kids,registered,1.52380955219269
2008,20081,1,MO,White,$75-150k,65+,Male,HS,Married,Born-again Protestant,"Occasional
attenders",No Kids,registered,2
2008,321,1,MO,White,$40-75k,45-64,Female,Some Coll,Married,Catholic,,No Kids,registered,3.02857136726379
2008,424,1,ID,White,$150k+,18-29,Male,Some Coll,Single,No religion,Rare attenders,,registered,2.5961537361145
2008,1172,0,MD,White,$40-75k,45-64,Female,HS,Married,Catholic,,No Kids,registered,4.25714302062988
2008,11158,1,TN,White,$150k+,45-64,Female,Coll,Married,Born-again Protestant,Frequent attenders,No Kids,registered,1.28205132484436
2008,1167,1,NC,White,$20-40k,18-29,Male,HS,Married,Other religion,,Kids,registered,3.02857136726379
2008,230,1,VA,White,$150k+,45-64,Female,Coll,Married,Catholic,"Occasional
attenders",,registered,1.46153843402863
2008,687,0,IL,White,$75-150k,45-64,Female,Coll,Married,Protestant (not born-again),Nonattenders,,registered,1.75510203838348
2008,11244,1,RI,White,$75-150k,30-44,Female,Post-Grad,Married,Born-again Protestant,Rare attenders,Kids,registered,4.42857122421265
2008,101,0,WV,White,$20-40k,18-29,Male,Some Coll,Single,,,No Kids,registered,3.57142853736877
2008,2137,1,IL,White,$75-150k,30-44,Male,Some Coll,Married,Catholic,Nonattenders,,registered,0.66399997472763
2008,1262,0,NY,Hispanic,$20-40k,65+,Male,HS,Single,Catholic,Frequent attenders,No Kids,registered,3.28571438789368
2008,2037,1,AR,White,$20-40k,45-64,Female,HS,Single,Protestant (not born-again),Frequent attenders,,registered,1.77777779102325
2008,10176,0,MI,White,$20-40k,65+,Female,Some Coll,Single,Catholic,Frequent attenders,No Kids,registered,1.56410253047943
2008,20095,0,NC,White,$20-40k,18-29,Male,HS,Single,Protestant (not born-again),Rare attenders,No Kids,registered,3.17948722839355
2008,20548,0,NC,Other,$0-20k,30-44,Female,Coll,Single,Born-again Protestant,Frequent attenders,Kids,registered,2.16666674613953
2008,20720,0,CA,Other,$40-75k,18-29,Male,Coll,Single,No religion,Rare attenders,,registered,1.23076927661896
2008,1852,0,NJ,White,$40-75k,45-64,Female,HS,Married,No religion,Nonattenders,,registered,1.54999995231628
2008,633,0,OH,White,$0-20k,65+,Female,HS,Single,Born-again Protestant,Frequent attenders,,registered,1.58333337306976
2008,349,1,OH,White,$40-75k,45-64,Male,HS,Married,Born-again Protestant,Frequent attenders,,registered,1.17200005054474
2008,51403,1,NC,White,$0-20k,30-44,Female,HS,Single,Born-again Protestant,"Occasional
attenders",,registered,2.24499988555908
2008,631,0,WI,White,$40-75k,45-64,Female,Coll,Single,Protestant (not born-again),Rare attenders,,registered,1.52777779102325
2008,97,1,ND,White,$40-75k,65+,Male,HS,Married,Protestant (not born-again),Frequent attenders,,registered,1.79999995231628
2008,70044,1,NJ,White,$75-150k,30-44,Female,Some Coll,Married,Catholic,"Occasional
attenders",Kids,registered,7.5
2008,10434,0,OR,White,$40-75k,65+,Male,Post-Grad,Married,Protestant (not born-again),Rare attenders,No Kids,registered,1.48717951774597
2008,1315,0,IN,Black,$20-40k,45-64,Female,< HS,Married,Born-again Protestant,"Occasional
attenders",Kids,registered,6.1538462638855
2008,30181,0,TX,Hispanic,$40-75k,18-29,Male,Some Coll,Single,Catholic,Nonattenders,,registered,3.36734700202942
2008,31048,0,PA,White,$150k+,45-64,Male,Post-Grad,Married,Jewish,Rare attenders,,registered,1
2008,1563,0,MD,Black,$20-40k,30-44,Female,HS,Married,Born-again Protestant,Frequent attenders,,registered,2.57142853736877
2008,572,1,NC,White,$40-75k,65+,Male,Some Coll,Married,Born-again Protestant,,No Kids,registered,3.08571434020996
2008,10500,0,IL,Black,$0-20k,45-64,Female,< HS,Single,Born-again Protestant,,No Kids,registered,16
2008,595,1,CO,White,$75-150k,45-64,Male,Some Coll,Married,Protestant (not born-again),Nonattenders,,registered,2.02222228050232
2008,80423,1,OR,White,$40-75k,30-44,Male,Coll,Married,Born-again Protestant,Frequent attenders,,registered,3.8222222328186
2008,305,0,VT,White,$40-75k,45-64,Female,Some Coll,Married,Protestant (not born-again),Nonattenders,,registered,0.71100002527237
2008,776,0,NY,White,$40-75k,45-64,Male,Some Coll,Single,Catholic,Rare attenders,No Kids,registered,1.92307686805725
2008,664,1,GA,White,$40-75k,45-64,Female,Post-Grad,Single,Born-again Protestant,Frequent attenders,,registered,0.492000013589859
2008,219,0,OR,Other,$0-20k,45-64,Female,HS,Single,Born-again Protestant,Nonattenders,,registered,1.36199998855591
2008,11281,1,AL,White,$20-40k,65+,Male,HS,Married,Born-again Protestant,Rare attenders,No Kids,registered,1.95238089561462
2008,781,0,IA,White,$20-40k,45-64,Female,HS,Single,Born-again Protestant,Frequent attenders,No Kids,registered,4.11111116409302
2008,10962,0,PA,White,$0-20k,65+,Male,HS,Single,Catholic,Nonattenders,No Kids,registered,2
2008,11097,1,CA,White,$75-150k,18-29,Female,HS,Single,Protestant (not born-again),Frequent attenders,Kids,registered,5.3095235824585
2008,10300,0,MN,White,$20-40k,45-64,Female,Post-Grad,Married,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,1.28571426868439
2008,372,0,IL,White,$75-150k,45-64,Male,HS,Married,Protestant (not born-again),,No Kids,registered,2.7428572177887
2008,50741,0,MN,Black,$20-40k,30-44,Female,HS,Single,Other religion,Frequent attenders,,registered,1.88399994373322
2008,407,1,FL,White,$40-75k,45-64,Female,HS,Married,Catholic,Rare attenders,No Kids,registered,2.38095235824585
2008,30290,0,MI,White,$0-20k,45-64,Female,HS,Married,Protestant (not born-again),Frequent attenders,,registered,4.13333320617676
2008,806,0,IL,White,$75-150k,30-44,Female,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,2.31111121177673
2008,1667,1,IL,White,$0-20k,65+,Female,< HS,Single,Born-again Protestant,Frequent attenders,,registered,0.966000020503998
2008,51279,0,OH,White,$20-40k,30-44,Female,HS,Single,Catholic,Rare attenders,,registered,2.59899997711182
2008,167,1,TX,Hispanic,$0-20k,45-64,Female,HS,Single,Catholic,Rare attenders,,registered,1.46700000762939
2008,144,0,MO,White,$150k+,45-64,Male,Post-Grad,Married,Protestant (not born-again),"Occasional
attenders",No Kids,registered,3.33333325386047
2008,886,0,TX,Black,$20-40k,45-64,Female,HS,Single,Born-again Protestant,"Very frequent
church attenders",Kids,registered,6.11111116409302
2008,10731,0,AL,Other,$0-20k,18-29,Female,Some Coll,Single,No religion,,Kids,registered,7.74285697937012
2008,303,0,IL,White,$40-75k,30-44,Male,Some Coll,Married,No religion,,Kids,registered,4.11428594589233
2008,1992,0,NC,White,$20-40k,65+,Female,HS,Single,Born-again Protestant,Frequent attenders,,registered,0.875999987125397
2008,20324,0,LA,Black,$20-40k,18-29,Male,Some Coll,Single,Born-again Protestant,Nonattenders,,registered,2.25
2008,1019,1,MN,White,$150k+,45-64,Female,Coll,Married,Protestant (not born-again),Rare attenders,,registered,0.492000013589859
2008,10350,1,AL,White,$40-75k,45-64,Male,Coll,Married,Other religion,Nonattenders,No Kids,registered,1.15384614467621
2008,139,1,ND,White,$40-75k,45-64,Male,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,1.36734688282013
2008,1163,0,GA,White,$20-40k,30-44,Female,Some Coll,Single,Protestant (not born-again),,Kids,registered,4.48571443557739
2008,1099,1,IN,White,$40-75k,45-64,Female,HS,Married,No religion,Nonattenders,No Kids,registered,3.17948722839355
2008,20525,1,FL,Black,$150k+,18-29,Male,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,1.61224484443665
2008,20734,1,MN,White,$40-75k,30-44,Male,Some Coll,Married,No religion,"Occasional
attenders",,registered,6.06666660308838
2008,1346,1,AZ,White,$20-40k,45-64,Male,Post-Grad,Single,No religion,Nonattenders,,registered,0.492000013589859
2008,1571,1,GA,White,$150k+,45-64,Male,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,0.615000009536743
2008,10796,0,MO,White,$20-40k,45-64,Female,HS,Married,Catholic,Frequent attenders,Kids,registered,2.35897445678711
2008,10165,1,MA,White,$75-150k,65+,Male,Post-Grad,Married,Jewish,Rare attenders,No Kids,registered,1.25641024112701
2008,2123,0,MS,Black,$0-20k,30-44,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.44900000095367
2008,2225,0,NC,Black,$75-150k,45-64,Female,Post-Grad,Married,Born-again Protestant,Frequent attenders,,registered,0.499000012874603
2008,70491,0,TX,White,$0-20k,18-29,Male,Coll,Married,No religion,Nonattenders,No Kids,registered,4.2142858505249
2008,819,0,SC,Black,$20-40k,45-64,Female,Some Coll,Single,Born-again Protestant,"Occasional
attenders",Kids,registered,5.37037038803101
2008,80294,0,IL,Hispanic,$0-20k,65+,Female,< HS,Single,Born-again Protestant,Frequent attenders,,registered,12.6000003814697
2008,51986,0,SD,White,$40-75k,65+,Male,HS,Single,Catholic,Frequent attenders,,registered,1.2389999628067
2008,407,1,CA,White,$40-75k,30-44,Male,Post-Grad,Married,Born-again Protestant,"Occasional
attenders",,registered,6.75
2008,497,0,MN,White,$20-40k,30-44,Female,Some Coll,Married,Protestant (not born-again),Frequent attenders,,registered,0.625
2008,153,0,TX,Black,$20-40k,30-44,Female,Some Coll,Single,,"Very frequent
church attenders",No Kids,registered,1.9487179517746
2008,7,1,NJ,White,$40-75k,18-29,Male,Coll,Single,No religion,Nonattenders,,registered,1.88888883590698
2008,687,1,IL,White,$75-150k,45-64,Male,HS,Single,Protestant (not born-again),Nonattenders,,registered,1.23699998855591
2008,475,1,WI,White,$40-75k,45-64,Male,Some Coll,Single,Born-again Protestant,Nonattenders,,registered,0.728999972343445
2008,10751,1,ID,White,$40-75k,45-64,Male,Some Coll,Married,No religion,Nonattenders,No Kids,registered,2.19047617912292
2008,10729,0,MS,Black,$0-20k,45-64,Female,HS,Single,Born-again Protestant,,Kids,registered,4.11428594589233
2008,1576,0,MI,Other,$20-40k,18-29,Male,Coll,Single,Protestant (not born-again),Rare attenders,,registered,0.962999999523163
2008,70693,0,MO,White,$20-40k,18-29,Female,HS,Single,Catholic,Rare attenders,No Kids,registered,10.7179489135742
2008,3085,0,TX,White,$40-75k,18-29,Female,Post-Grad,Married,Catholic,"Occasional
attenders",,registered,1.04299998283386
2008,1571,0,CA,Other,$150k+,45-64,Male,Post-Grad,Married,No religion,Nonattenders,,registered,1.88888883590698
2008,21204,1,AZ,White,$40-75k,45-64,Male,HS,Married,Protestant (not born-again),Nonattenders,,registered,3.73076915740967
2008,823,1,CA,White,$40-75k,45-64,Male,Coll,Single,No religion,Nonattenders,,registered,0.493000000715256
2008,2665,1,MN,White,$20-40k,65+,Female,< HS,Married,Catholic,"Occasional
attenders",,registered,1.79900002479553
2008,384,0,NY,White,$150k+,45-64,Female,Post-Grad,Married,,Nonattenders,No Kids,registered,2.40740752220154
2008,503,0,IL,White,$75-150k,30-44,Male,Some Coll,Single,Catholic,Frequent attenders,,registered,5.04081630706787
2008,106,0,PA,White,$75-150k,45-64,Male,HS,Married,Catholic,,No Kids,registered,5.2857141494751
2008,1139,1,OK,White,$75-150k,30-44,Male,Some Coll,Married,Born-again Protestant,"Occasional
attenders",,registered,2.11111116409302
2008,10205,0,OH,White,$40-75k,30-44,Male,Coll,Single,Catholic,Rare attenders,No Kids,registered,2.30769228935242
2008,668,0,OH,White,$75-150k,45-64,Female,Coll,Single,No religion,Nonattenders,Kids,registered,1.28571426868439
2008,474,0,MO,White,$0-20k,65+,Male,Some Coll,Single,Catholic,Rare attenders,No Kids,registered,2.71794867515564
2008,10069,0,MA,White,$40-75k,30-44,Male,HS,Single,No religion,Rare attenders,No Kids,registered,6.1538462638855
2008,767,0,PA,White,$75-150k,45-64,Male,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.46666669845581
2008,51664,0,GA,White,$75-150k,65+,Female,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,0.574999988079071
2008,884,0,CA,Hispanic,$75-150k,45-64,Female,Some Coll,Married,Protestant (not born-again),"Occasional
attenders",,registered,0.5
2008,2088,0,NY,White,$75-150k,65+,Male,Coll,Married,Jewish,Rare attenders,,registered,0.675000011920929
2008,30812,1,GA,White,$40-75k,30-44,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,4.86666679382324
2008,595,0,MI,White,$20-40k,45-64,Female,< HS,Married,No religion,Nonattenders,,registered,1.54999995231628
2008,499,1,GA,White,$20-40k,65+,Female,HS,Married,Born-again Protestant,Frequent attenders,,registered,2.57777786254883
2008,1975,1,PA,White,$20-40k,65+,Female,HS,Married,Catholic,"Very frequent
church attenders",,registered,1.17499995231628
2008,58,1,FL,White,$75-150k,45-64,Female,Coll,Married,Protestant (not born-again),Frequent attenders,,registered,1.02222228050232
2008,201,0,TX,White,$75-150k,18-29,Male,Post-Grad,Married,Jewish,Nonattenders,,registered,0.832000017166138
2008,1723,1,AL,White,$40-75k,45-64,Male,HS,Married,Protestant (not born-again),Rare attenders,,registered,1.5
2008,11465,1,CA,Hispanic,$150k+,45-64,Male,HS,Married,Born-again Protestant,Frequent attenders,No Kids,registered,5.42857122421265
2008,1527,1,TN,White,$150k+,45-64,Male,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.19444441795349
2008,50216,1,AR,White,$40-75k,30-44,Female,Some Coll,Married,,"Very frequent
church attenders",,registered,1.20299994945526
2008,10884,0,CT,White,$40-75k,65+,Female,Some Coll,Single,Catholic,Frequent attenders,No Kids,registered,1.41025638580322
2008,10828,1,MN,White,$40-75k,45-64,Female,Coll,Married,Catholic,"Very frequent
church attenders",No Kids,registered,1.25641024112701
2008,971,0,WV,Hispanic,$20-40k,30-44,Male,Some Coll,Married,No religion,Nonattenders,No Kids,registered,6.1538462638855
2008,80110,0,PA,Black,$40-75k,30-44,Female,Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,1.33333337306976
2008,11387,0,WA,White,$75-150k,18-29,Female,Coll,Married,Protestant (not born-again),Nonattenders,Kids,registered,2.1538462638855
2008,607,0,IN,White,$20-40k,30-44,Male,Coll,Single,Protestant (not born-again),Rare attenders,No Kids,registered,1.48148143291473
2008,257,1,TX,White,$150k+,30-44,Female,HS,Married,Born-again Protestant,"Very frequent
church attenders",Kids,registered,4.89743566513062
2008,70198,0,PA,Hispanic,$0-20k,18-29,Male,Some Coll,Single,Protestant (not born-again),Nonattenders,No Kids,registered,8.76923084259033
2008,679,1,WI,Other,$75-150k,45-64,Male,Some Coll,Married,Protestant (not born-again),,No Kids,registered,1.17142856121063
2008,2417,1,IL,White,$150k+,65+,Male,Coll,Married,Protestant (not born-again),Nonattenders,,registered,0.518999993801117
2008,1637,1,TX,White,$75-150k,65+,Male,Post-Grad,Married,Protestant (not born-again),Rare attenders,,registered,1.5
2008,80216,0,GA,Black,$20-40k,18-29,Male,Some Coll,Single,Protestant (not born-again),"Occasional
attenders",,registered,1.55555558204651
2008,30777,1,NC,White,$75-150k,45-64,Female,HS,Married,Protestant (not born-again),"Occasional
attenders",,registered,2.37777781486511
2008,2622,1,IL,White,$40-75k,45-64,Male,HS,Single,Protestant (not born-again),Frequent attenders,,registered,0.925999999046326
2008,11380,0,CA,Hispanic,$40-75k,18-29,Female,Some Coll,Single,Catholic,Frequent attenders,No Kids,registered,4.7142858505249
2008,10658,1,WI,White,$75-150k,45-64,Male,Post-Grad,Married,Protestant (not born-again),,Kids,registered,2.20000004768372
2008,30358,1,IA,White,$40-75k,65+,Male,Some Coll,Married,Catholic,"Very frequent
church attenders",,registered,1.71111106872559
2008,31431,0,IN,White,$20-40k,30-44,Male,Some Coll,Single,Catholic,"Occasional
attenders",,registered,2.66666674613953
2008,42,1,PA,White,$20-40k,65+,Male,HS,Married,Born-again Protestant,,No Kids,registered,3.34285712242126
2008,1352,0,NC,White,$20-40k,65+,Female,Post-Grad,Married,Protestant (not born-again),Frequent attenders,No Kids,registered,1.17948722839355
2008,70542,1,MO,White,$40-75k,45-64,Male,Some Coll,Single,Catholic,Rare attenders,No Kids,registered,4.48717927932739
2008,10038,0,VA,White,$40-75k,65+,Male,Coll,Married,Catholic,Nonattenders,No Kids,registered,1.35714280605316
2008,10437,0,CA,White,$75-150k,45-64,Female,Post-Grad,Married,No religion,,No Kids,registered,1.91428565979004
2008,10251,0,IN,White,$40-75k,18-29,Male,Some Coll,Single,Catholic,Rare attenders,No Kids,registered,2.19047617912292
2008,1007,0,DE,White,$40-75k,45-64,Male,Post-Grad,Single,Protestant (not born-again),"Very frequent
church attenders",No Kids,registered,1.14285719394684
2008,579,0,NC,White,$20-40k,18-29,Female,Coll,Single,Protestant (not born-again),,Kids,registered,4.25714302062988
2008,1411,0,IL,White,$20-40k,30-44,Female,Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,2.08333325386047
2008,1547,0,CO,White,$150k+,30-44,Male,Some Coll,Married,,Rare attenders,,registered,3.05555558204651
2008,31318,1,GA,White,$75-150k,45-64,Female,Some Coll,Married,Catholic,Frequent attenders,,registered,1.86666667461395
2008,1408,0,LA,Black,$40-75k,45-64,Female,Post-Grad,Single,Protestant (not born-again),,No Kids,registered,1.57142853736877
2008,345,0,OH,Black,$40-75k,30-44,Male,Coll,Single,No religion,Nonattenders,Kids,registered,3.53846144676208
2008,469,1,FL,White,$40-75k,45-64,Male,Some Coll,Single,Protestant (not born-again),"Very frequent
church attenders",,registered,1.20408165454865
2008,241,1,WA,White,$150k+,45-64,Female,HS,Married,Born-again Protestant,"Occasional
attenders",,registered,2.69444441795349
2008,610,1,MI,White,$75-150k,65+,Male,Some Coll,Married,Protestant (not born-again),Rare attenders,,registered,0.492000013589859
2008,539,0,LA,White,$0-20k,30-44,Female,Some Coll,Single,Catholic,Frequent attenders,Kids,registered,2.33333325386047
2008,71,1,NY,Other,$40-75k,30-44,Male,HS,Single,No religion,,Kids,registered,5.05714273452759
2008,295,1,NY,White,$20-40k,65+,Female,HS,Single,Catholic,"Very frequent
church attenders",,registered,1.18700003623962
2008,31215,0,MD,White,$150k+,45-64,Female,Post-Grad,Married,No religion,Rare attenders,,registered,1.33333337306976
2008,938,1,IL,White,$75-150k,45-64,Male,< HS,Married,Catholic,Rare attenders,,registered,5.32692289352417
2008,997,0,AR,White,$40-75k,65+,Male,HS,Married,Protestant (not born-again),Frequent attenders,,registered,1.77551019191742
2008,31144,1,FL,White,$40-75k,45-64,Male,Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,1
2008,80211,0,PA,White,$0-20k,45-64,Female,Coll,Single,Other religion,Rare attenders,,registered,3
2008,80396,0,CA,White,$150k+,30-44,Male,Some Coll,Married,No religion,Nonattenders,,registered,3.0888888835907
2008,30233,0,GA,Black,$40-75k,30-44,Female,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,4.97777795791626
2008,20586,0,NY,White,$75-150k,45-64,Male,Coll,Single,Catholic,Rare attenders,,registered,1.44230771064758
2008,11443,1,OK,White,$75-150k,45-64,Male,Coll,Married,Catholic,Rare attenders,Kids,registered,2.2564103603363
2008,10627,0,FL,White,$75-150k,45-64,Female,Coll,Single,Born-again Protestant,Rare attenders,No Kids,registered,1.92307686805725
2008,2219,0,IN,White,$0-20k,65+,Female,Some Coll,Single,Born-again Protestant,"Occasional
attenders",,registered,0.493000000715256
2008,204,1,TX,White,$75-150k,30-44,Male,Coll,Married,Born-again Protestant,,Kids,registered,4.11428594589233
2008,369,0,PA,Black,$75-150k,45-64,Male,Some Coll,Single,Born-again Protestant,Rare attenders,,registered,0.748000025749207
2008,2312,0,OH,White,$20-40k,65+,Female,Post-Grad,Single,Other religion,Frequent attenders,,registered,0.552999973297119
2008,70207,1,IA,White,$40-75k,45-64,Male,Coll,Single,Protestant (not born-again),Rare attenders,No Kids,registered,2.46153855323792
2008,11120,1,CA,White,$75-150k,30-44,Male,HS,Married,Born-again Protestant,Nonattenders,No Kids,registered,5.42857122421265
2008,227,1,MS,White,$75-150k,45-64,Male,Some Coll,Married,Born-again Protestant,"Very frequent
church attenders",,registered,1.83333337306976
2008,2562,0,LA,Black,$75-150k,30-44,Female,Post-Grad,Single,Protestant (not born-again),Rare attenders,,registered,0.855000019073486
2008,20612,1,FL,Other,$20-40k,65+,Female,Post-Grad,Single,Born-again Protestant,"Very frequent
church attenders",No Kids,registered,1.42857146263123
2008,797,0,TX,White,$150k+,65+,Female,Some Coll,Married,Protestant (not born-again),"Very frequent
church attenders",,registered,1.14285719394684
2008,1139,0,LA,Black,$0-20k,65+,Male,HS,Single,Born-again Protestant,,No Kids,registered,2.14285707473755
2008,613,1,NC,White,$75-150k,65+,Male,Coll,Married,Protestant (not born-again),,No Kids,registered,1.88571429252625
2008,740,0,VA,Black,$40-75k,18-29,Female,Coll,Married,Protestant (not born-again),,Kids,registered,4.11428594589233
2008,20431,0,PA,White,$40-75k,45-64,Female,Some Coll,Married,No religion,Nonattenders,No Kids,registered,3.85714292526245
2008,10329,0,CA,White,$150k+,30-44,Male,Coll,Married,Protestant (not born-again),Rare attenders,Kids,registered,2.54761910438538
