store_id,chain,location,state,pre_post,wage,full,part
282,kfc,southNJ,NJ,1,5.05,1,14
283,kfc,southNJ,NJ,0,4.25,3,4
283,kfc,southNJ,NJ,1,5.05,0,9
284,roys,southNJ,NJ,0,4.5,5,23
284,roys,southNJ,NJ,1,5.05,6,12
285,roys,southNJ,NJ,0,4.75,3,25
285,roys,southNJ,NJ,1,5.05,3,15
286,roys,southNJ,NJ,0,4.75,1,15
286,roys,southNJ,NJ,1,5.05,2,15
287,roys,southNJ,NJ,0,4.5,3,18
287,roys,southNJ,NJ,1,5.05,2,15
288,roys,southNJ,NJ,0,4.75,0,20
288,roys,southNJ,NJ,1,5.05,5,9
289,roys,southNJ,NJ,0,4.25,2,12
289,roys,southNJ,NJ,1,5.05,3,10
290,wendys,southNJ,NJ,0,4.75,8,12
290,wendys,southNJ,NJ,1,5.05,0,23
291,wendys,southNJ,NJ,0,4.55,4,20
291,wendys,southNJ,NJ,1,5.1,5,16
292,wendys,shoreNJ,NJ,0,4.8,10,15
292,wendys,shoreNJ,NJ,1,5.05,15,11
293,burgerking,northNJ,NJ,0,4.25,9,15
293,burgerking,northNJ,NJ,1,5.05,15,30
294,roys,northNJ,NJ,0,4.35,10,35
294,roys,northNJ,NJ,1,5.05,12,35
295,roys,northNJ,NJ,0,4.5,10,20
295,roys,northNJ,NJ,1,5.05,10,15
296,roys,northNJ,NJ,0,4.39,0,20
296,roys,northNJ,NJ,1,5.05,5,22
297,roys,northNJ,NJ,0,4.25,17.5,17.5
297,roys,northNJ,NJ,1,5.2,25,25
298,wendys,northNJ,NJ,0,4.25,0,28
298,wendys,northNJ,NJ,1,5.05,3,23
299,burgerking,shoreNJ,NJ,0,4.25,4,6
299,burgerking,shoreNJ,NJ,1,5.05,3,2
300,burgerking,shoreNJ,NJ,0,4.5,11,9
300,burgerking,shoreNJ,NJ,1,5.05,0,30
301,burgerking,shoreNJ,NJ,0,4.62,8,12
301,burgerking,shoreNJ,NJ,1,5.25,15,6
302,burgerking,shoreNJ,NJ,0,4.62,15,15
302,burgerking,shoreNJ,NJ,1,5.05,12,14
303,burgerking,shoreNJ,NJ,0,4.25,0,8
303,burgerking,shoreNJ,NJ,1,5.05,4,0
304,kfc,shoreNJ,NJ,0,4.75,5,7
304,kfc,shoreNJ,NJ,1,5.05,7,6
305,kfc,shoreNJ,NJ,0,4.62,0,11
305,kfc,shoreNJ,NJ,1,5.05,22,4
306,roys,shoreNJ,NJ,0,4.75,8,13
306,roys,shoreNJ,NJ,1,5.05,12,5
307,roys,shoreNJ,NJ,0,4.5,4,15
307,roys,shoreNJ,NJ,1,5.05,1,15
308,burgerking,centralNJ,NJ,0,4.25,2,16.5
308,burgerking,centralNJ,NJ,1,5.05,3,20
309,burgerking,southNJ,NJ,0,4.5,28,12
309,burgerking,southNJ,NJ,1,5.05,10,20
310,burgerking,southNJ,NJ,0,4.87,5,29.5
310,burgerking,southNJ,NJ,1,5.05,25,5
311,burgerking,southNJ,NJ,0,4.25,18,6
311,burgerking,southNJ,NJ,1,5.05,5,9
312,burgerking,southNJ,NJ,0,4.25,6,30
312,burgerking,southNJ,NJ,1,5.05,15,17
313,kfc,southNJ,NJ,0,4.62,2,7
313,kfc,southNJ,NJ,1,5.05,3,7
314,kfc,southNJ,NJ,0,4.75,10,6
314,kfc,southNJ,NJ,1,5.05,4,11
315,roys,southNJ,NJ,0,4.75,8,9
315,roys,southNJ,NJ,1,5.05,5,20
316,roys,southNJ,NJ,0,4.25,2,27.5
316,roys,southNJ,NJ,1,5.05,10,20
317,burgerking,southNJ,NJ,0,4.25,0,22
317,burgerking,southNJ,NJ,1,5.05,0,26
318,burgerking,southNJ,NJ,0,4.25,3,25
318,burgerking,southNJ,NJ,1,5.05,5,32
319,burgerking,southNJ,NJ,0,4.25,6,13
319,burgerking,southNJ,NJ,1,5.05,4,23
320,kfc,southNJ,NJ,0,4.25,6,13
320,kfc,southNJ,NJ,1,5.05,24,4
321,kfc,southNJ,NJ,0,4.25,0,25
321,kfc,southNJ,NJ,1,5.2,14,7
322,kfc,southNJ,NJ,0,4.25,3.5,20
322,kfc,southNJ,NJ,1,5.05,1,30
323,roys,southNJ,NJ,0,4.5,2,17
323,roys,southNJ,NJ,1,5.05,1,19
324,wendys,southNJ,NJ,0,4.25,0,20
324,wendys,southNJ,NJ,1,5.05,0,25
325,burgerking,northNJ,NJ,0,4.85,20,11.5
325,burgerking,northNJ,NJ,1,5.05,26,5
326,burgerking,northNJ,NJ,0,4.5,4,10
326,burgerking,northNJ,NJ,1,5.05,0,17
327,burgerking,northNJ,NJ,0,4.25,12,6
327,burgerking,northNJ,NJ,1,5.05,11,12
328,burgerking,northNJ,NJ,0,4.62,20,12
328,burgerking,northNJ,NJ,1,5.05,28,6
329,burgerking,northNJ,NJ,0,4.5,10,15
329,burgerking,northNJ,NJ,1,5.05,15,14
330,burgerking,northNJ,NJ,0,4.5,6,4
330,burgerking,northNJ,NJ,1,5.05,7,2
331,burgerking,northNJ,NJ,0,4.25,16,14
331,burgerking,northNJ,NJ,1,5.05,15,14
332,burgerking,northNJ,NJ,0,4.25,0,19
332,burgerking,northNJ,NJ,1,5.05,14,10
333,kfc,northNJ,NJ,0,4.25,15,5
333,kfc,northNJ,NJ,1,5.05,12,7
334,kfc,northNJ,NJ,0,4.62,4,10
334,kfc,northNJ,NJ,1,5.25,18,4
335,roys,northNJ,NJ,0,4.87,24,16
335,roys,northNJ,NJ,1,5.4,8,30
336,roys,northNJ,NJ,0,4.25,4,28
336,roys,northNJ,NJ,1,5.05,6,15
337,roys,northNJ,NJ,0,4.75,14,13
337,roys,northNJ,NJ,1,5.05,25,15
338,roys,northNJ,NJ,0,4.87,13,8
338,roys,northNJ,NJ,1,5.05,18,18
339,roys,northNJ,NJ,0,4.5,16,15
339,roys,northNJ,NJ,1,5.05,8,24
340,roys,northNJ,NJ,0,4.25,8,6
340,roys,northNJ,NJ,1,5.05,5,27
341,roys,northNJ,NJ,0,4.75,11,10
341,roys,northNJ,NJ,1,5.05,17,5
342,roys,northNJ,NJ,0,4.32,6,17
342,roys,northNJ,NJ,1,5.05,1.5,15
343,burgerking,northNJ,NJ,0,4.25,0,35
343,burgerking,northNJ,NJ,1,5.05,0,35
344,burgerking,northNJ,NJ,0,4.5,0,36
344,burgerking,northNJ,NJ,1,5.05,4,36
345,kfc,centralNJ,NJ,0,4.5,0,17
345,kfc,centralNJ,NJ,1,5.05,0,13
346,burgerking,northNJ,NJ,0,4.25,0,36
346,burgerking,northNJ,NJ,1,5.05,0,20
347,burgerking,northNJ,NJ,0,4.25,0,36
347,burgerking,northNJ,NJ,1,5.05,13,9
348,burgerking,northNJ,NJ,0,4.25,8,32
348,burgerking,northNJ,NJ,1,5.05,0,38
349,burgerking,northNJ,NJ,0,4.25,4,28
349,burgerking,northNJ,NJ,1,5.05,13,17
350,burgerking,northNJ,NJ,0,4.25,30,15
350,burgerking,northNJ,NJ,1,5.05,0,35
351,kfc,northNJ,NJ,0,4.25,3,10
351,kfc,northNJ,NJ,1,5.05,5,5
352,kfc,northNJ,NJ,0,4.62,20,10
352,kfc,northNJ,NJ,1,5.05,25,7
353,kfc,northNJ,NJ,0,4.75,0,7
353,kfc,northNJ,NJ,1,5.05,5,10
354,kfc,northNJ,NJ,0,4.95,2,10
354,kfc,northNJ,NJ,1,5.25,19,3.5
355,kfc,northNJ,NJ,0,4.75,3.5,6.5
355,kfc,northNJ,NJ,1,5.25,12,3
356,roys,northNJ,NJ,0,4.25,3,33
356,roys,northNJ,NJ,1,5.05,5,25
357,wendys,northNJ,NJ,0,4.75,7,8
357,wendys,northNJ,NJ,1,5.05,0,35
358,wendys,northNJ,NJ,0,4.62,0,33
358,wendys,northNJ,NJ,1,5.14,10,24
